covariate_set,group,time,att,se,att_csdid,se_csdid,att_difference_diffdiff_minus_csdid
none,2003,2014,163.15752282581485,359.7552829920715,163.1575,357.8243,2.2825814852467374e-05
none,2003,2015,-96.04272852458249,148.515141081545,-96.0427,147.7305,-2.852458248980838e-05
none,2003,2016,-934.5586020801188,162.30707751137206,-934.5586,161.4585,-2.080118861158553e-06
none,2003,2017,-1666.932609519347,195.35804037420368,-1666.9326,194.3336,-9.519346804154338e-06
none,2003,2018,-1186.8051669178587,171.58987019431655,-1186.8052,170.6926,3.3082141271734145e-05
none,2003,2019,-680.9350307205639,225.94230312173968,-680.935,224.7416,-3.0720563927388866e-05
none,2003,2020,-1386.9759639336653,156.76792968080687,-1386.976,155.9565,3.606633481467725e-05
none,2003,2021,-814.7773610772244,165.22508150016807,-814.7774,164.3572,3.892277550221479e-05
none,2003,2022,-815.7624094716266,144.36868887153133,-815.7624,143.6144,-9.471626640333852e-06
none,2003,2023,171.01878470734792,395.1800410505981,171.0188,393.057,-1.5292652079779145e-05
none,2003,2024,-147.81643441657198,169.86066296398647,-147.8164,168.9621,-3.441657199232395e-05
none,2003,2025,-180.85534464352907,152.93256599081943,-180.8553,152.1272,-4.464352906552449e-05
none,2004,2002,-1842.6897231223402,599.6623045285199,-1842.6897,592.3118,-2.3122340280679055e-05
none,2004,2003,678.9383359751579,141.19407825959587,678.9383,139.4877,3.5975157857137674e-05
none,2004,2004,7.732605341898875,636.8198440435559,7.7326,629.0125,5.3418988752440555e-06
none,2004,2005,-55.71237509254496,275.51399086300387,-55.7124,272.1451,2.490745504246661e-05
